title,price_jd,brand,model_name,storage_gb,color_actual,condition,series,phone_age_months
iphone 17 pro max,1000.0,Apple,ايفون 17 برو ماكس,256.0,فضي,جديد,Apple-iPhone-17,
آيفون 16 برو ماكس الجهاز ولا خدش,650.0,Apple,ايفون 16 برو ماكس,256.0,لؤلؤي,مستعمل - ممتاز,Apple-iPhone-16,
ايفون 12 برو ماكس,295.0,Apple,ايفون 12 برو ماكس,256.0,أبيض,مستعمل - ممتاز,Apple-iPhone-12,
Samsung a14 6ram 128g  مستعمل بحالة الوكاله  ومكفول,55.0,Samsung,جالاكسي A14,128.0,لؤلؤي,مستعمل - ممتاز,Samsung-Galaxy-A14,
Ipad 11(a16) 128g ايباد الجيل 11,209.0,Apple,,128.0,10.9 انش,مستعمل - ممتاز,Apple-iPhone-11,
Honor Pad x8b 128GB 4Ram هونر باد x 8 b x 8b,139.0,Honor,هونور باد X8,128.0,11 انش,جديد,Honor-Other,
Honor Pad 10 256GB Snapdragon 7 Gen 3 هونر هونور,235.0,Honor,,256.0,12 انش,جديد,Honor-Other,
Samsung Galaxy A17 الجديد سامسونج كفالة   ايه الوكيل الرسمي BMS a17 1 7  a 17,107.0,Samsung,جالاكسي A17,256.0,أسود,جديد,Samsung-Galaxy-A17,
Samsung Galaxy A36 5G الجديد سامسونج  3 6 a 36 ايه galaxy  samsung اقل سعر في المملكة كفالة,248.0,Samsung,جالاكسي A36,256.0,أسود,جديد,Samsung-Galaxy-A36,
Honor x7d / هونر اكس دي,115.0,Honor,,256.0,أسود,جديد,Honor-Other,
تكنو كامون 20برو,85.0,Tecno,كامون,256.0,أزرق,مستعمل - جيد,Tecno-Other,
ريمي باد اس اي جديد استعمال خفيف مع الكرتونه لون سكني,115.0,Xiaomi,باد SE,256.0,11 انش,مستعمل - ممتاز,Xiaomi-Other,
( ريدمي )Xiaomi Redmi 9A,40.0,Xiaomi,ريدمي 9A,256.0,أسود,مستعمل - ممتاز,Xiaomi-Other,
للبيع TECNO Spark 20C ذاكرة 256GB رام 8GB,90.0,Tecno,سبارك,256.0,تركواز,مستعمل - ممتاز,Tecno-Other,
iPhone 15 Pro Max,525.0,Apple,ايفون 15 برو ماكس,256.0,لؤلؤي,مستعمل - جيد,Apple-iPhone-15,
iPhone 16 Pro,540.0,Apple,ايفون 16 برو,128.0,أسود,مستعمل - جيد,Apple-iPhone-16,
iPhone 16 pro max,629.0,Apple,ايفون 16 برو ماكس,256.0,ذهبي,مستعمل - ممتاز,Apple-iPhone-16,
جالاكسي A06 للبيع,45.0,Samsung,جالاكسي A06,128.0,ذهبي,مستعمل - ممتاز,Samsung-Galaxy-A06,
iPhone 17pro,860.0,Apple,ايفون 17 برو,256.0,برتقالي,جديد,Apple-iPhone-17,
انفنكس هوت 50برو البيع او البدل,75.0,Infinix,,256.0,رمادي,مستعمل - ممتاز,Infinix-Other,
IPHONE 13 PRO MAX,360.0,Apple,ايفون 13 برو ماكس,128.0,أسود,مستعمل - ممتاز,Apple-iPhone-13,
iPhone 17 pro max,920.0,Apple,ايفون 17 برو ماكس,256.0,فضي,جديد,Apple-iPhone-17,
NOTHNG PHONE 3a (12+12 ram) (256GB) USED ناثينج فون 3a 12+12 Ram\256Gb,200.0,Nothing,فون 3a,256.0,أبيض,مستعمل - ممتاز,Nothing-Other,
IPHONE 17 PRO ( 256GB ) NEW // ايفون 17 برو ذاكره 256 جيجا الجديد كليا,909.0,Apple,ايفون 17 برو,256.0,برتقالي,جديد,Apple-iPhone-17,
Iphone 13 pro 256GB Used //// ايفون 13 برو 256جيجا  مستخدم,329.0,Apple,ايفون 13 برو,256.0,رمادي,مستعمل - ممتاز,Apple-iPhone-13,
G-Tap T11 pro 8/128GB New كفالة سنة,68.0,Other,,128.0,10.1 انش,جديد,Other,
iphone 14 plus 256GB Used //// ايفون 14 بلس 256جيجا مستخدم,329.0,Apple,ايفون 14 بلس,256.0,أبيض,مستعمل - ممتاز,Apple-iPhone-14,
iPhone 13 pro,290.0,Apple,ايفون 13 برو,1024.0,ذهبي,مستعمل - ممتاز,Apple-iPhone-13,
جهاز جديد جدا ريدمي 14 سي استعمال بس اربع شهور بس 80 دينار,80.0,Xiaomi,ريدمي 14C,256.0,أبيض,مستعمل - ممتاز,Xiaomi-Other,
اقرا الاعلان,980.0,Apple,ايفون 17 برو ماكس,256.0,برتقالي,مستعمل - ممتاز,Apple-Other,
Samsung S25 Ultra كفالة BMS جديد مسكر بالكرتونه نو اكتف بسعر مميز جداً لدى العالمي موبايل,685.0,Samsung,جالاكسي S25 الترا,256.0,أسود,جديد,Samsung-Galaxy-S25,
هاتف ماتورولا رزر 40 مستعمل للبيع,200.0,Motorola,,256.0,رمادي,مستعمل - ممتاز,Motorola-Other,
موبايل سامسونج A36 5g,160.0,Samsung,جالاكسي A36,256.0,أسود,مستعمل - ممتاز,Samsung-Galaxy-A36,
هواوي Mate xs2,260.0,Huawei,ميت Xs 2,512.0,أسود,مستعمل - جيد,Huawei-Other,
هواوي y9s بحاله الوكاله,75.0,Huawei,Y9s,256.0,أزرق,مستعمل - ممتاز,Huawei-Other,
سامسونج S25 بحالة جيده شرق اوسط 512 ذاكره و رام 12,400.0,Samsung,جالاكسي S25,512.0,أزرق,مستعمل - ممتاز,Samsung-Galaxy-S25,
ايفون 17 برو,810.0,Apple,ايفون 17 برو,256.0,أبيض,مستعمل - ممتاز,Apple-iPhone-17,
google pixel 1,70.0,Google,بيكسل,32.0,أسود,مستعمل - ممتاز,Google-Other,
17promax 1 تيرا  كوبي ون عن الاصلي متوفر لونين  كحلي واورانج,100.0,Apple,ايفون 17 برو ماكس,1024.0,أزرق,جديد,Apple-iPhone-17,
ايفون 15 برو بحالة الوكالة ولا خشط,570.0,Apple,ايفون 15 برو,1024.0,رمادي,مستعمل - ممتاز,Apple-iPhone-15,
ايفون 12 بسعرر حرققق ولقطة من الاخر,190.0,Apple,ايفون 12,128.0,أزرق,مستعمل - ممتاز,Apple-iPhone-12,
ايفون 14 بلس 128 قيقا في حالة جيدة جدا,280.0,Apple,ايفون 14 بلس,128.0,أزرق,مستعمل - جيد,Apple-iPhone-14,
جي تي 30 برو بحال الوكاله  مع مروحه تبريد احترافيه,185.0,Infinix,,256.0,رمادي,مستعمل - ممتاز,Infinix-Other,
Iphone 16 pro max  بحاله الجديد للبيع,650.0,Apple,ايفون 16 برو ماكس,256.0,ذهبي,مستعمل - ممتاز,Apple-iPhone-16,
يخوان مطلوب ايفون 13 برو ماكس مشطوب بس ما يكون فيه اشي شغال غير شاشته,40.0,Apple,ايفون 13 برو ماكس,512.0,أزرق,جديد,Apple-iPhone-13,
ايفون 14 برو ماكس,400.0,Apple,ايفون 14 برو ماكس,256.0,بنفسجي,مستعمل - جيد,Apple-iPhone-14,
ايفون 14عادي بطريا 80 الشريحه الاكترونيه,180.0,Apple,ايفون 14,128.0,أزرق,مستعمل - ممتاز,Apple-iPhone-14,
أيفون 17 pro max,940.0,Apple,ايفون 17 برو ماكس,512.0,برتقالي,مستعمل - ممتاز,Apple-iPhone-17,
مطلوب ايفون 16 بلس للبيع بسعر منيح,50.0,Apple,ايفون 16 بلس,128.0,أبيض,جديد,Apple-iPhone-16,
ايفون 13 برو ماكس,305.0,Apple,ايفون 13 برو ماكس,512.0,أزرق,مستعمل - جيد,Apple-iPhone-13,
ايفون 15 برو ماكس,530.0,Apple,ايفون 15 برو ماكس,256.0,أزرق,مستعمل - ممتاز,Apple-iPhone-15,
جهاز للبيع ب سعر حرق,40.0,Infinix,سمارت 8,64.0,تركواز,مستعمل - ممتاز,Infinix-Other,
تلفون  13 عادي جديد,280.0,Apple,ايفون 13,128.0,زهري,مستعمل - ممتاز,Apple-iPhone-13,
ايفون 14 برو ماكس,465.0,Apple,ايفون 14 برو ماكس,512.0,ذهبي,جديد,Apple-iPhone-14,
تلفون للبيع كاش,330.0,Apple,ايفون 14,128.0,أزرق,مستعمل - ممتاز,Apple-Other,
آيفون 15 برو ماكس,500.0,Apple,ايفون 15 برو ماكس,256.0,أزرق,مستعمل - ممتاز,Apple-iPhone-15,
ايفون 13 برو,280.0,Apple,ايفون 13 برو,128.0,أسود,مستعمل - ممتاز,Apple-iPhone-13,
Iphone 14 pro max,410.0,Apple,ايفون 14 برو ماكس,128.0,أسود,مستعمل - ممتاز,Apple-iPhone-14,
iPhone 14 Pro Max,320.0,Apple,ايفون 14 برو ماكس,128.0,بنفسجي,مستعمل - جيد,Apple-iPhone-14,
HUAWEI NOVA 13,200.0,Huawei,نوفا,256.0,أسود,مستعمل - ممتاز,Huawei-Other,
jhhaugwuwgwuhw,145.0,Apple,ايفون 12 برو ماكس,128.0,أزرق,مستعمل - ممتاز,Apple-Other,
ايفون 14 جديد مو مستعمل للبيع,410.0,Apple,ايفون 14,128.0,أزرق,جديد,Apple-iPhone-14,
ايفون 15 برو ماكس 512 جيجا,480.0,Apple,ايفون 15 برو ماكس,512.0,أسود,مستعمل - ممتاز,Apple-iPhone-15,
ايفون 8 plus بطارية 100% مبدلة اصلية مساحة 128  للتبديل,90.0,Apple,ايفون 8 بلس,128.0,لؤلؤي,مستعمل - ممتاز,Apple-iPhone-8,
ايفون 15 برو 128 جيجا,450.0,Apple,ايفون 15 برو,128.0,فضي,مستعمل - ممتاز,Apple-iPhone-15,
ايفون xs للبيع,110.0,Apple,ايفون XS,256.0,أسود,مستعمل - ممتاز,Apple-iPhone-X,
آيفون 16بروماكس فضي جديد 256 جيجا لسى ما ركبً عليه خط,885.0,Apple,ايفون 16 برو ماكس,256.0,فضي,جديد,Apple-iPhone-16,
14 برو ماكس لللبيع بسعرررر مغري جدااا,290.0,Apple,ايفون 14 برو ماكس,128.0,بنفسجي,مستعمل - ممتاز,Apple-iPhone-14,
Samsung S24 ultra للبيع,540.0,Samsung,جالاكسي S24 الترا,512.0,رمادي,مستعمل - ممتاز,Samsung-Galaxy-S24,
آيفون 17 برو ماكس برتقالي جديد مغلق بالكرتون,1300.0,Apple,ايفون 17 برو ماكس,256.0,برتقالي,جديد,Apple-iPhone-17,
iPhone 17 pro max ( sim ),1040.0,Apple,ايفون 17 برو ماكس,256.0,أزرق,جديد,Apple-iPhone-17,
ايفون 15 عادي ابيضّ بطارية 100 مشحون 7 مرات فقط محاله ممتازه جدا جدا,370.0,Apple,ايفون 15,128.0,أبيض,مستعمل - ممتاز,Apple-iPhone-15,
honor 400 lite,140.0,Honor,هونور 400 لايت,256.0,فضي,مستعمل - ممتاز,Honor-Other,
ايفون 16 برو وكالة,490.0,Apple,ايفون 16 برو,128.0,أسود,مستعمل - ممتاز,Apple-iPhone-16,
"iPhone 15, 15 Plus, 14 Pro",375.0,Apple,ايفون 15,128.0,أبيض,مستعمل - ممتاز,Apple-iPhone-15,
Iphone 13 pink,240.0,Apple,ايفون 13,128.0,زهري,جديد,Apple-iPhone-13,
ايفون 14 برو بحالة ممتازة مغير شاشة فقط,300.0,Apple,ايفون 14 برو,128.0,أسود,مستعمل - ممتاز,Apple-iPhone-14,
للبيع google pixel 8,200.0,Google,بيكسل 8,128.0,رمادي,مستعمل - ممتاز,Google-Other,
ايفون 17 pro max,1200.0,Apple,ايفون 17 برو ماكس,1024.0,برتقالي,جديد,Apple-iPhone-17,
آيفون 13 برو ماكس,330.0,Apple,ايفون 13 برو ماكس,128.0,أزرق,مستعمل - جيد,Apple-iPhone-13,
هواوي ميت Huawei Mate X6,660.0,Huawei,,512.0,رمادي,مستعمل - ممتاز,Huawei-Other,
جالاكسي A56 من سامسونج – هاتف جديد باللون الأبيض وذاكرة 256 جيجابايت,240.0,Samsung,جالاكسي A56,256.0,أبيض,جديد,Samsung-Galaxy-A56,
سامسونج A56 5G جديد كفالة الوكيل الرسمي BMS / Samsung A56 5G  8 Ram + 256 GB,289.0,Samsung,جالاكسي A56,256.0,أسود,جديد,Samsung-Galaxy-A56,
سامسونج A07 / نسخة 4 رام + 128 جيجا   جديد كفالة الوكيل الرسمي BMS,80.0,Samsung,جالاكسي A107,128.0,أسود,جديد,Samsung-Galaxy-A07,
ايفون 16 pro,650.0,Apple,ايفون 16 برو,256.0,أبيض,مستعمل - ممتاز,Apple-iPhone-16,
آيفون 14 برو للبيع بحالة ممتازه جدا اقرء الوصف تحت,375.0,Apple,ايفون 14 برو,128.0,أبيض,مستعمل - ممتاز,Apple-iPhone-14,
اوبو A60 معالج سناب دراجون للبيع او للبدل ع ايفون داخل اربد,190.0,OPPO,A60,256.0,لؤلؤي,مستعمل - ممتاز,OPPO-Other,
ايفون 17 برو مشحونة 10 مرات امريكي بدون اغراض,795.0,Apple,ايفون 17 برو,256.0,أزرق,مستعمل - ممتاز,Apple-iPhone-17,
جديد الان مع هدية ريدمي نوت 15 برو بافضل سعر//REDMI NOTE 15 PRO 4G (256GB) (8RAM),185.0,Xiaomi,ريدمي نوت 14 برو,256.0,أسود,جديد,Xiaomi-Other,
جديد مع بكج ريدمي نوت 15 برو بلس فايف جي//REDMI NOTE 15 PRO PLUS 5G,326.0,Xiaomi,ريدمي نوت 14 برو بلس 5G,256.0,أسود,جديد,Xiaomi-Other,
جديد الان ايفون 17 اير بافضل سعر//IPHONE 17 AIR (256GB) NEW,665.0,Apple,ايفون 17 اير,256.0,أسود,جديد,Apple-iPhone-17,
ايفون  14 برو مدخل  خط  دبل بطارية 92 مساحة 256 ركزز لا مفتوح ولا مصلح لا توجد  خدوش او ضربات نهائي,385.0,Apple,ايفون 14 برو,256.0,بنفسجي,مستعمل - ممتاز,Apple-iPhone-14,
جديد الان سامسونج A07 بافضل سعر//SAMSUNG A07 (128gb) (6ram),80.0,Samsung,,128.0,أسود,جديد,Samsung-Galaxy-A07,
جديد الان سامسونج a07 بافضل سعر//SAMSUNG A07 (64GB) (4RAM) NEW,60.0,Samsung,,64.0,أسود,جديد,Samsung-Galaxy-A07,
مستعمل وكالة ايفون 14 برو وبافضل سعر//IPHONE 14 PRO (256GB),359.0,Apple,ايفون 14 برو,256.0,أسود,مستعمل - ممتاز,Apple-iPhone-14,
جديد سامسونج فولد 7 بافضل سعر//SAMSUNG Z FOLD 7 (256GB),1059.0,Samsung,جالاكس Z فولد7,256.0,أسود,جديد,Samsung-Z,
سامسونج s23 الترا بجنن الجهاز ويبارك لصاحب نصيب اقرء الوصف,320.0,Samsung,جالاكسي S23 الترا,256.0,أسود,مستعمل - ممتاز,Samsung-Galaxy-S23,
a55 سامسونج,150.0,Samsung,جالاكسي A55,128.0,بنفسجي,مستعمل - ممتاز,Samsung-Galaxy-A55,
جهاز ريدمي نوت 14 5G جهاز ممتاز بحاله الجديد(اقرأ الوصف),105.0,Xiaomi,ريدمي نوت 14 5G,256.0,أسود,مستعمل - ممتاز,Xiaomi-Other,
Brand one mo,165.0,Apple,ايفون 12 ميني,64.0,أبيض,مستعمل - ممتاز,Apple-Other,
Google Pixel 10 Pro 256G & 128G اسود وازرق اجهزة باسعار الجملة,425.0,Google,بيكسل 10 برو,256.0,أزرق,جديد,Google-Other,
Brand one mobile,285.0,Apple,ايفون 13,256.0,أزرق,مستعمل - ممتاز,Apple-Other,
Brand one mobile,300.0,Apple,ايفون 14,128.0,أسود,مستعمل - ممتاز,Apple-Other,
انفنكس هوت 12 / نسخة رام 4 + 128 جيجا جديد غير مستخدم,79.0,Infinix,هوت 12,128.0,أسود,جديد,Infinix-Other,
سامسونج A17 / نسخة 8 رام + 256 جيجا / كفالة الوكيل الرسمي BMS,170.0,Samsung,جالاكسي A17,256.0,أسود,جديد,Samsung-Galaxy-A17,
Redmi 10 a new,80.0,Xiaomi,ريدمي 10A,128.0,أسود,جديد,Xiaomi-Other,
Brand one mobile,380.0,Apple,ايفون 15,128.0,زهري,مستعمل - ممتاز,Apple-Other,
Samsung A26 new 256g  8 ram  جديد,189.0,Samsung,جالاكسي A26,256.0,أسود,جديد,Samsung-Galaxy-A26,
ايفون 17 برو ماكس نسخة 256 جيجا,1020.0,Apple,ايفون 17 برو ماكس,256.0,برتقالي,جديد,Apple-iPhone-17,
ايفون 14 برو بحالة الوكالة / نسخة 256 جيجا / مدخل خط شرق أوسط / بطاريات عالية 90 وفوق,440.0,Apple,ايفون 14 برو,256.0,أسود,مستعمل - ممتاز,Apple-iPhone-14,
Brand one mobile,590.0,Apple,ايفون 14,128.0,زهري,مستعمل - ممتاز,Apple-Other,
Brand one mobile,425.0,Apple,ايفون 14 برو,256.0,ذهبي,مستعمل - ممتاز,Apple-Other,
Brand one mobile,465.0,Apple,ايفون 16,128.0,زهري,مستعمل - ممتاز,Apple-Other,
Brand one mobile,450.0,Apple,ايفون 15 بلس,256.0,أسود,مستعمل - ممتاز,Apple-Other,
انفنكس hot 12   المساحه 128g  الرام 6 new,99.0,Infinix,هوت 12,128.0,أبيض,جديد,Infinix-Other,
Brand one mobile,325.0,Apple,ايفون 13 برو,128.0,أبيض,مستعمل - ممتاز,Apple-Other,
Brand one mobile,340.0,Apple,ايفون 13 برو,256.0,أسود,مستعمل - ممتاز,Apple-Other,
Samsung s25 ultra جديد  كفالة الوكيل BMS,710.0,Samsung,جالاكسي S25 الترا,256.0,رمادي,مستعمل - ممتاز,Samsung-Galaxy-S25,
Brand one mobile,400.0,Apple,ايفون 13 برو ماكس,256.0,أسود,مستعمل - ممتاز,Apple-Other,
Brand one mobile,399.0,Apple,ايفون 13 برو ماكس,256.0,أخضر,مستعمل - ممتاز,Apple-Other,
Brand one mobile,429.0,Apple,ايفون 13 برو ماكس,256.0,أسود,مستعمل - ممتاز,Apple-Other,
Brand one mobile,389.0,Apple,ايفون 13 برو ماكس,128.0,أخضر,مستعمل - ممتاز,Apple-Other,
Samsung Galaxy Note20,300.0,Samsung,جالاكسي نوت 20,256.0,أسود,مستعمل - ممتاز,Samsung-Note,
أيفون 16 بروماكس بحالة الوكالة نضيف بدون خدوش بطارية 92شرق اوسط معه كرتونته ووصلته,650.0,Apple,ايفون 16 برو ماكس,256.0,لؤلؤي,مستعمل - ممتاز,Apple-iPhone-16,
الجاهز ميه ميه بس فيه شحط خفيف من جناب ومغير بطريقة من شركة ابل وجهاز تب نضافه,350.0,Apple,ايفون 13 برو ماكس,256.0,رمادي,مستعمل - ممتاز,Apple-Other,
ايباد 8  اللهم صل وسلم وبارك على سيدنا محمد,130.0,Apple,ايباد 8,32.0,10.2 انش,مستعمل - ممتاز,Apple-iPad,
حسابات مع الهاتف brawl stars fc mobile squid busters Roblox,550.0,Tecno,سبارك,64.0,أزرق,مستعمل - ممتاز,Tecno-Other,
ايفون 11 برو ماكس بحالة الوكالة اقرا الوصف,100.0,Apple,ايفون 11 برو ماكس,512.0,أخضر,مستعمل - ممتاز,Apple-iPhone-11,
متوفر الأن جديد ردمي نوت 15 برو بلس // Redmi note 15 pro plus 5G,325.0,Xiaomi,,512.0,أسود,جديد,Xiaomi-Other,
13برو ماكس,420.0,Apple,ايفون 13 برو ماكس,1024.0,أسود,مستعمل - ممتاز,Apple-iPhone-13,
جهاز انفنكس سمارت 6 بلس للبيع غير قابل للتفاوض,45.0,Infinix,سمارت 6 بلس,128.0,أزرق,مستعمل - ممتاز,Infinix-Other,
جهاز انفنكس سمارت 6 بلس للبيع غير قابل للمفاوضه,45.0,Infinix,سمارت 6 بلس,128.0,أزرق,مستعمل - ممتاز,Infinix-Other,
متوفر الأن مستخدم بحالة الجديد ايفون 16 برو /// iphone 16 pro 256G uesd,589.0,Apple,ايفون 16 برو,256.0,أسود,مستعمل - ممتاز,Apple-iPhone-16,
متوفر الأن بسعر مميز ايفون 16 برو // IPHONE 16 PRO 256G UESD,589.0,Apple,ايفون 16 برو,256.0,أسود,مستعمل - ممتاز,Apple-iPhone-16,
: Samsung S26 Ultra,800.0,Samsung,جالاكسي S26,256.0,أسود,جديد,Samsung-Galaxy-S26,
ايفون 12 بحالة ممتازة,200.0,Apple,ايفون 12,128.0,بنفسجي,مستعمل - ممتاز,Apple-iPhone-12,
متوفر الان ايباد 11 بذاكره 256 جيجا جديد //iPad 11 256G new,349.0,Apple,ايباد برو 11,256.0,11 انش,جديد,Apple-iPhone-11,
ايباد otteto يستعمل للدراسة لايوجد اي لاق في استعماله واللعب و يستعمل للمراهقين,48.0,Other,10,512.0,5 انش,مستعمل - ممتاز,Other,
Iphone 12 128g,170.0,Apple,ايفون 12,128.0,أسود,مستعمل - جيد,Apple-iPhone-12,
هاتف  Samsung Galaxy Z Fold 3 5G مستعمل بحالة ممتازة,350.0,Samsung,جالاكسي Z فولد 3 5G,256.0,أسود,مستعمل - ممتاز,Samsung-Z,
تكنو بوفا 7 مستعمل بحالة ممتازة مع الكرتونة 256 جيجا 12رام,110.0,Tecno,بوفا,256.0,أبيض,مستعمل - ممتاز,Tecno-Other,
مشغل اخو الجديد GT 20 pro 5G رام 24 جيجا 256 أغراضة والكرتونه الأصلية مكفول بالشركة متوفر توصيل,165.0,Infinix,GT 20 برو,256.0,فضي,مستعمل - ممتاز,Infinix-Other,
مشغل Gt 30 pro 5G رام 16 جيجا 256 و 512 أغراضة والكرتونه الأصلية مكفول متوفر توصيل,200.0,Infinix,,256.0,لؤلؤي,جديد,Infinix-Other,
ايفون 14 بروماكس ذاكره 256,445.0,Apple,ايفون 14 برو ماكس,256.0,أسود,مستعمل - ممتاز,Apple-iPhone-14,
جهاز جديد بالكرتونة Samsang A26 128g/256 كامل اغراضو,150.0,Samsung,جالاكسي A26,128.0,أسود,مستعمل - ممتاز,Samsung-Galaxy-A26,
جهاز Tecno Spark Slim وهداايااا,145.0,Tecno,سبارك,256.0,أسود,جديد,Tecno-Other,
مشغل ايام الحديث وصل CAMON 40 PRO 4G  معه كامل اغراضو جيجا 256 رام 24 متوفر توصيل,165.0,Tecno,كامون,256.0,أزرق,مستعمل - ممتاز,Tecno-Other,
تكنو سبارك سليم مستعمل بحالة ممتازة مع الكرتونة 256 جيجا 16 رام,115.0,Tecno,سبارك,256.0,أبيض,مستعمل - ممتاز,Tecno-Other,
مشغل اخو الجديد Not 50 pro رام 16 و 24 مكفول سنة اغراضة والكرتونه الأصلية متوفر توصيل,155.0,Infinix,,256.0,لؤلؤي,مستعمل - ممتاز,Infinix-Other,
ريدمي 15 جديد بالكرتونة 256 جيجا 16 رام متوفر توصيل وهدايا,115.0,Xiaomi,,256.0,بنفسجي,جديد,Xiaomi-Other,
متوفر ايفونات  13 الاصلي جيجا 128 بطاريات تيربو سيم  مشكل أغراضة الأصلية متوفر توصيل وهدايا,200.0,Apple,ايفون 13,128.0,أسود,مستعمل - ممتاز,Apple-iPhone-13,
جالاكسي S10 لايت مستعمل بحالة ممتازة مع الكرتونة 128 جيجا,125.0,Samsung,جالاكسي S10 لايت,128.0,أسود,مستعمل - ممتاز,Samsung-Galaxy-S10,
هونر X7d مشغل فقط 256 جيجا 16 رام مكفول بالشركة متوفر توصيل وهدايا,110.0,Honor,هونور X7,256.0,لؤلؤي,مستعمل - ممتاز,Honor-Other,
للبيع هاتف  للبيع هاتف Blackview BV4900 هاتف قوي ومتين، مناسب للاستخدام اليومي والعمل,45.0,Blackview,,32.0,أسود,مستعمل - ممتاز,Other,
انفينيكس سمارت 10 جديد بالكرتونة 64 و 128جيجا 8 رام,70.0,Infinix,,128.0,أسود,جديد,Infinix-Other,
تكنو سبارك Go2 جديد بالكرتونة 256 جيجا 8 رام متوفر توصيل وهدايااا,75.0,Tecno,سبارك,256.0,أسود,جديد,Tecno-Other,
جهاز CORN C17 Max مواصفات 64جيجا 5رام بطارية 5000امبير كفالة 12 شهر,55.0,Other,,64.0,أبيض,جديد,Other,
جهاز ZTE Blade A36 مواصفات 64جيجا رام 12 بطارية 5000امبير مستعمل بحالة الوكالة,60.0,ZTE,فئة بليد,64.0,أبيض,مستعمل - ممتاز,Other,
مشغل ايام Samsung A55 5G رام 16 جيجا 128 و 256 أغراضه والكرتونه الأصلية متوفر توصيل,165.0,Samsung,جالاكسي A55,128.0,أسود,مستعمل - ممتاز,Samsung-Galaxy-A55,
هونور x5c جديد بالكرتونة 64 جيجا 8 رام,65.0,Honor,X5 هونور,64.0,أسود,جديد,Honor-Other,
ايفون 13عادي,250.0,Apple,ايفون 13,128.0,أسود,جديد,Apple-iPhone-13,
iPad M5         New,680.0,Apple,ايباد برو 13,256.0,11 انش,جديد,Apple-iPad,
Iphone 16 plus / 128g,550.0,Apple,ايفون 16 بلس,128.0,رمادي,مستعمل - ممتاز,Apple-iPhone-16,
تلفون oppo,50.0,OPPO,,256.0,أسود,مستعمل - جيد,OPPO-Other,
ايفون 11pro max مساحه 256 وكاله,135.0,Apple,ايفون 11 برو ماكس,256.0,رمادي,جديد,Apple-iPhone-11,
الحجم 11 انش iPad ProM2 خط مع شريحة,390.0,Apple,ايباد برو,256.0,13.3 انش,مستعمل - ممتاز,Apple-iPhone-11,
للبيع: iPhone 15 Pro (نظيف جداً وبحالة الوكالة),435.0,Apple,ايفون 15 برو,256.0,أزرق,مستعمل - ممتاز,Apple-iPhone-15,
13 برو للبيع او للبدل على s 22 الترا,260.0,Apple,ايفون 13 برو,256.0,رمادي,مستعمل - ممتاز,Apple-iPhone-13,
HONOR PAD 10 حرررق سعر,230.0,Honor,,256.0,12 انش,جديد,Honor-Other,
بطاريه 87% iPhone 11 عادي مساحه 128,120.0,Apple,ايفون 11,128.0,أسود,جديد,Apple-iPhone-11,
مطلوب ايفون 11 سعر لحد،80 يكون منيح,80.0,Apple,ايفون 11,64.0,فضي,مستعمل - ممتاز,Apple-iPhone-11,
iphone 16 pro max 256G,650.0,Apple,ايفون 16 برو ماكس,256.0,ذهبي,مستعمل - ممتاز,Apple-iPhone-16,
ايفون 13 برو ماكس,275.0,Apple,ايفون 13 برو ماكس,128.0,لؤلؤي,مستعمل - ممتاز,Apple-iPhone-13,
ون بلس 13 لون ازرق جلد بطاريه 98% نسخه عالميه,475.0,OnePlus,13,512.0,أزرق,مستعمل - ممتاز,OnePlus-Other,
ايفون 15 للبيع بحالة الوكاله,400.0,Apple,ايفون 15,128.0,أسود,مستعمل - ممتاز,Apple-iPhone-15,
ايفون بحالة ممتازة شاشة اصلية  تم تغيير فقط بطارية اصلية فكك اخر تحديث على الهاتف 15.88,45.0,Apple,ايفون 6S,64.0,فضي,مستعمل - ممتاز,Apple-iPhone-15,
S25 ultra 1tera bms//////مستخدم شهر مع كرتونتو كفالك BMS بحالة الوكالة ا تيرا,729.0,Samsung,جالاكسي S25 الترا,1024.0,أزرق,مستعمل - ممتاز,Samsung-Galaxy-S25,
ريدمي 15 سي للبيع,110.0,Xiaomi,ريدمي 14C,128.0,بنفسجي,مستعمل - ممتاز,Xiaomi-Other,
سامسونج جلاكسي A26 5G  256g   Samsung Galaxy A26 5G التواصل فقط على الواتس  . قابل للتفاوض بشيء بسيط,145.0,Samsung,جالاكسي A26,256.0,أبيض,مستعمل - ممتاز,Samsung-Galaxy-A26,
Honor 400 5G/ 512gb/12 ram /desert gold  الجهاز بحالة الوكالة ولا ربع خدش كفالة الوكيل لغاية شهر 11,229.0,Honor,,512.0,لؤلؤي,مستعمل - ممتاز,Honor-Other,
iPhone 17 new,650.0,Apple,ايفون 17,256.0,أخضر,جديد,Apple-iPhone-17,
ايفون (13),245.0,Apple,ايفون 13,128.0,أزرق,مستعمل - ممتاز,Apple-iPhone-13,
infinix gt 30 pro 512g انفنيكس جي تي 30 برو,230.0,Infinix,,512.0,رمادي,مستعمل - ممتاز,Infinix-Other,
هاتف سامسونج A54 5G,170.0,Samsung,جالاكسي A54,256.0,أبيض,مستعمل - ممتاز,Samsung-Galaxy-A54,
13 عادي /128 جيجا/ اقراء الوصف تحت,180.0,Apple,ايفون 13,128.0,أبيض,مستعمل - جيد,Apple-iPhone-13,
ايفون 13عادي للبيع,250.0,Apple,ايفون 13,128.0,أبيض,مستعمل - ممتاز,Apple-iPhone-13,
